# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Wed, 05-Aug-2020 16:22:51
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000101627	ssr1	174.0	155.0	189.0	171.0	169.0	234.0	392.0	514.0	566.0	519.0	563.0	509.0	358.0	301.0	214.0	209.0	201.0	165.0
ENSDARG00000101628	ascl1b								0.7	9.0	16.0	24.0	31.0	54.0	70.0	27.0	13.0	11.0	8.0
ENSDARG00000101629	CABZ01079192.1		0.2	1.0	0.8	0.2		0.1			0.5	2.0	1.0	0.4	0.3	0.3	14.0	148.0	170.0
ENSDARG00000101630	si:dkey-8l13.5					2.0	3.0	3.0	4.0	4.0	2.0	2.0	3.0	3.0	2.0	1.0	2.0	2.0	0.9
ENSDARG00000101631	etfa	11.0	17.0	44.0	41.0	30.0	34.0	29.0	28.0	49.0	43.0	82.0	105.0	109.0	88.0	86.0	103.0	124.0	97.0
ENSDARG00000101633	LO017682.1			0.1													1.0	2.0	3.0
ENSDARG00000101635	dact1				0.2	23.0	22.0	32.0	49.0	26.0	15.0	15.0	15.0	12.0	17.0	18.0	18.0	21.0	21.0
ENSDARG00000101636	zgc:64201		0.2	2.0	2.0	2.0	1.0	0.7	0.4	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.4
ENSDARG00000101637	ccnd1	2.0	0.9	2.0	2.0	400.0	676.0	552.0	453.0	266.0	221.0	276.0	241.0	247.0	236.0	127.0	63.0	58.0	55.0
ENSDARG00000101640	ENSDARG00000101640			4.0	5.0										2.0			2.0	2.0
ENSDARG00000101641	trpm2		0.3	0.8	0.5	1.0	0.7	0.1					0.7	0.3	0.7	2.0	2.0	3.0	3.0
ENSDARG00000101642	si:ch211-155m12.1					0.4	2.0	0.6	0.6	0.5			4.0	3.0	0.6	0.5	0.5		
ENSDARG00000101644	ARHGEF17	0.4	0.9	8.0	10.0	2.0	1.0	2.0	4.0	7.0	4.0	4.0	3.0	4.0	4.0	4.0	7.0	8.0	8.0
ENSDARG00000101645	myrfl	3.0	2.0	6.0	4.0	3.0	0.4	0.7				0.4	0.5	0.4		0.8	4.0	13.0	10.0
ENSDARG00000101648	CU929240.1											0.4	0.8	2.0	3.0	3.0	2.0	3.0	4.0
ENSDARG00000101649	ENSDARG00000101649	3.0	4.0	3.0	1.0		6.0	14.0	13.0	1.0			2.0	1.0	1.0	3.0	5.0	7.0	10.0
ENSDARG00000101651	si:zfos-1056e6.1									1.0		2.0	2.0	1.0	1.0	2.0	2.0		1.0
ENSDARG00000101652	haus6	190.0	188.0	161.0	141.0	36.0	10.0	12.0	16.0	27.0	24.0	25.0	23.0	19.0	18.0	10.0	6.0	5.0	4.0
ENSDARG00000101653	zgc:110171																	0.3	0.1
ENSDARG00000101654	si:ch211-188c18.1								0.2								0.2	0.5	0.6
ENSDARG00000101655	sstr5										0.7	3.0	4.0	5.0	4.0	5.0	8.0	9.0	6.0
ENSDARG00000101657	ENSDARG00000101657													1.0	1.0	4.0	6.0	8.0	6.0
ENSDARG00000101660	sntg2	2.0	4.0	5.0	3.0	5.0	1.0		0.8	2.0	0.4	0.4	0.5	0.6	0.1	1.0	3.0	2.0	3.0
ENSDARG00000101661	ulk3	2.0	0.9	7.0	10.0	8.0	2.0	2.0	5.0	3.0	5.0	7.0	8.0	6.0	4.0	5.0	8.0	11.0	12.0
ENSDARG00000101665	pcdh1g11														0.2	0.2	0.2	0.2	
ENSDARG00000101667	si:ch73-233f7.6															1.0	0.7	0.4	0.9
ENSDARG00000101668	BX681417.2	6.0	9.0	11.0	16.0	5.0	1.0												
ENSDARG00000101669	elmod2	9.0	7.0	8.0	13.0	7.0	4.0	3.0	9.0	16.0	9.0	11.0	10.0	11.0	10.0	11.0	12.0	12.0	11.0
ENSDARG00000101670	kntc1	3.0	6.0	20.0	18.0	6.0	2.0	2.0	3.0	8.0	10.0	14.0	21.0	17.0	17.0	9.0	7.0	7.0	5.0
ENSDARG00000101671	zgc:158417						1.0	0.5						0.5		0.5	2.0	4.0	3.0
ENSDARG00000101675	zgc:123107	3.0	0.9	4.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	0.6	1.0	2.0	2.0	2.0	2.0	2.0
ENSDARG00000101676	KLHL28	2.0	3.0	9.0	6.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	6.0	5.0	5.0	4.0	4.0	6.0	6.0
ENSDARG00000101677	chrnb4										0.8	2.0	2.0	3.0	4.0	3.0	2.0	2.0	2.0
ENSDARG00000101679	cfap52	1.0	2.0	1.0	3.0	2.0	0.9			3.0	4.0	4.0	2.0	3.0	2.0	2.0	1.0	2.0	0.9
ENSDARG00000101680	arl1	5.0	25.0	86.0	74.0	101.0	145.0	187.0	184.0	121.0	103.0	96.0	97.0	83.0	75.0	71.0	87.0	68.0	52.0
ENSDARG00000101682	CT990567.2				0.2	1.0	4.0	3.0	2.0	0.2	0.5	0.5	0.1		0.3				
ENSDARG00000101687	CU929259.1	1.0	2.0	9.0	7.0	7.0	5.0	4.0	2.0	2.0	2.0	4.0	4.0	4.0	5.0	4.0	7.0	9.0	11.0
ENSDARG00000101688	si:dkey-207l24.2					9.0	11.0	3.0	1.0		0.3				0.3				0.8
ENSDARG00000101690	si:ch73-158p21.2			2.0	2.0	2.0	2.0	1.0	3.0	3.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	3.0
ENSDARG00000101691	ENSDARG00000101691						2.0	2.0											
ENSDARG00000101692	ENSDARG00000101692					7.0	5.0	3.0	1.0	1.0					0.5				
ENSDARG00000101693	ENSDARG00000101693	0.9	2.0	3.0	3.0	1.0	0.9	0.8	2.0	2.0	0.8	1.0	0.6	1.0	2.0	0.9	1.0	0.9	1.0
ENSDARG00000101694	znf1184		1.0	7.0	13.0	5.0	3.0	3.0	3.0	1.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0
ENSDARG00000101695	si:dkey-26m3.3					0.9	0.3	0.4	0.3	0.7	0.6	0.8	0.9	0.8	0.5	1.0	1.0	2.0	3.0
ENSDARG00000101696	zgc:158316	0.4	2.0	13.0	11.0	9.0	7.0	10.0	18.0	24.0	18.0	21.0	15.0	12.0	15.0	14.0	14.0	15.0	14.0
ENSDARG00000101697	si:dkey-30e9.7				0.2	0.3	0.1			0.5	2.0	3.0	7.0	4.0	2.0	2.0	2.0	2.0	2.0
ENSDARG00000101701	bmp5									1.0	12.0	19.0	23.0	19.0	14.0	12.0	15.0	12.0	11.0
ENSDARG00000101702	chrna7													0.1	0.4	1.0	2.0	2.0	2.0
ENSDARG00000101704	lrrc24					0.9	0.6	1.0						0.5	2.0	4.0	4.0	5.0	5.0
ENSDARG00000101705	ENSDARG00000101705							0.2	0.7	2.0	1.0	2.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0
ENSDARG00000101706	csrp3						9.0	3.0	13.0	19.0	3.0	6.0	0.4		0.6	2.0	4.0	4.0	4.0
ENSDARG00000101707	si:ch211-156b7.4	8.0	19.0	91.0	137.0	43.0	26.0	23.0	34.0	65.0	96.0	118.0	107.0	121.0	173.0	99.0	61.0	59.0	33.0
ENSDARG00000101710	arid1aa	88.0	76.0	43.0	42.0	35.0	53.0	69.0	86.0	66.0	56.0	60.0	52.0	49.0	62.0	45.0	31.0	29.0	31.0
ENSDARG00000101711	ENSDARG00000101711																0.6	0.7	
ENSDARG00000101713	scn2b												0.7	1.0	2.0	3.0	10.0	13.0	16.0
ENSDARG00000101715	arsg							0.6	0.3	2.0	2.0	3.0	5.0	3.0	3.0	2.0	2.0	1.0	0.9
ENSDARG00000101716	bace1							2.0	1.0	10.0	6.0	7.0	8.0	19.0	21.0	27.0	43.0	34.0	29.0
ENSDARG00000101717	sox17					0.7	5.0	15.0	26.0	0.3							0.4	0.7	0.7
ENSDARG00000101719	pargl	5.0	6.0	31.0	32.0	32.0	18.0	8.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	3.0	4.0	7.0
ENSDARG00000101720	CU459186.3		3.0	7.0	11.0	22.0	30.0	34.0	20.0	8.0	8.0	2.0	2.0						
ENSDARG00000101722	larp1	125.0	125.0	169.0	126.0	161.0	144.0	137.0	148.0	122.0	98.0	97.0	78.0	50.0	56.0	42.0	42.0	42.0	38.0
ENSDARG00000101725	parietopsin									0.1	0.1				0.2				0.2
ENSDARG00000101726	ces2b	0.5	0.6	8.0	8.0	3.0	4.0	4.0	4.0	0.4	1.0	1.0	9.0	7.0	4.0	4.0	22.0	113.0	115.0
ENSDARG00000101727	CU467822.3															2.0			1.0
ENSDARG00000101729	ENSDARG00000101729			1.0	0.7	2.0	3.0	2.0	2.0	1.0	0.5	0.6	0.5	0.1	0.6	0.2	0.5		0.1
ENSDARG00000101731	BX649341.1				1.0	86.0	15.0	6.0											
ENSDARG00000101733	fam168b	184.0	216.0	106.0	100.0	56.0	51.0	49.0	79.0	150.0	131.0	109.0	78.0	73.0	90.0	76.0	69.0	56.0	50.0
ENSDARG00000101735	chn1	97.0	91.0	112.0	103.0	60.0	18.0	12.0	7.0	9.0	14.0	11.0	10.0	10.0	19.0	42.0	35.0	28.0	28.0
ENSDARG00000101736	ENSDARG00000101736			4.0						2.0	3.0							2.0	
ENSDARG00000101742	ENSDARG00000101742					0.6				0.2		0.1					0.3		
ENSDARG00000101743	C5H11orf1						13.0	17.0	27.0	13.0	3.0	5.0	8.0	1.0	0.9	1.0	1.0	1.0	1.0
ENSDARG00000101744	elavl1b	38.0	57.0	38.0	26.0	29.0	66.0	101.0	137.0	115.0	110.0	100.0	81.0	67.0	73.0	73.0	60.0	46.0	36.0
ENSDARG00000101745	AL953886.1											2.0	4.0	6.0	10.0	14.0	26.0	33.0	19.0
ENSDARG00000101746	ENSDARG00000101746			1.0	1.0		3.0	1.0	1.0										
ENSDARG00000101748	si:ch211-24o8.4						0.7	0.9				0.6							
ENSDARG00000101749	zgc:92161					0.4					0.4		0.2			0.5	1.0	7.0	16.0
ENSDARG00000101750	si:ch211-196p9.1	4.0	7.0	15.0	16.0	18.0	17.0	16.0	10.0	9.0	8.0	7.0	6.0	6.0	7.0	6.0	5.0	7.0	6.0
ENSDARG00000101751	ENSDARG00000101751																	0.1	
ENSDARG00000101752	plekhg5b	1.0	2.0	12.0	14.0	6.0	9.0	7.0	7.0	2.0	1.0	2.0	4.0	3.0	4.0	4.0	5.0	6.0	5.0
ENSDARG00000101753	CABZ01085195.1											0.7	2.0	0.6	0.6	1.0		0.6	0.7
ENSDARG00000101754	ENSDARG00000101754									0.2	0.2	0.1		0.1	0.1	0.1	0.5	0.4	0.5
ENSDARG00000101755	prkar1ab		2.0	10.0	11.0	9.0	6.0	4.0	4.0	9.0	8.0	8.0	8.0	7.0	9.0	10.0	12.0	13.0	13.0
ENSDARG00000101756	im:7141269	0.5	0.8	13.0	17.0	14.0	3.0	1.0	2.0	1.0	1.0	1.0	0.8	0.5	1.0	0.5	1.0	1.0	1.0
ENSDARG00000101757	si:dkey-27n6.4						0.2	0.2	0.8	0.4	0.1							0.3	0.2
ENSDARG00000101759	homer1b	0.9	0.3	0.5			0.8	1.0	0.6	0.3	0.3	1.0	6.0	13.0	16.0	17.0	23.0	22.0	24.0
ENSDARG00000101760	znf1016					1.0	3.0	2.0	2.0	1.0	0.9	1.0	0.8	0.6	0.2				
ENSDARG00000101762	fah	0.4	0.4	3.0	2.0	4.0	5.0	3.0	3.0	7.0	4.0	10.0	9.0	14.0	20.0	18.0	41.0	49.0	45.0
ENSDARG00000101763	CU467646.6	7.0	4.0	4.0	2.0	2.0	1.0	1.0	0.7		0.2								
ENSDARG00000101766	ptmab	53.0	171.0	392.0	444.0	803.0	1634.0	1998.0	3215.0	3949.0	3976.0	3336.0	3068.0	3492.0	3979.0	3553.0	2387.0	1760.0	1366.0
ENSDARG00000101769	cysltr3			0.7				0.5		1.0	0.5							0.5	
ENSDARG00000101772	CT956002.1					0.4													
ENSDARG00000101774	si:ch211-241j8.2				1.0														
ENSDARG00000101775	zgc:172014					2.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	0.8		0.7	0.8	
ENSDARG00000101776	syt12			0.5	0.1	0.8	3.0	0.3	0.5	2.0	0.6	1.0	1.0	3.0	7.0	6.0	15.0	14.0	15.0
ENSDARG00000101777	pdlim5a	0.2	0.2	0.2	0.3	1.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	5.0	7.0	5.0	4.0	6.0	7.0
ENSDARG00000101778	ca5a	40.0	53.0	56.0	52.0	32.0	12.0	7.0	7.0	3.0	4.0	7.0	11.0	12.0	8.0	12.0	24.0	34.0	36.0
ENSDARG00000101782	ENSDARG00000101782	0.9	2.0	10.0	13.0	6.0	6.0	6.0	7.0	4.0	2.0	3.0	1.0	0.9	1.0	1.0	1.0	0.6	1.0
ENSDARG00000101783	ENSDARG00000101783						1.0	1.0	2.0	2.0	2.0								
ENSDARG00000101785	laptm5												2.0	3.0	3.0	4.0	5.0	7.0	10.0
ENSDARG00000101787	zgc:162592	116.0	67.0	127.0	137.0	31.0	5.0	1.0	0.4										
ENSDARG00000101789	cyp1c2											0.1			0.7	2.0	2.0	2.0	2.0
ENSDARG00000101790	si:ch73-299h12.3				2.0	163.0	144.0	60.0	31.0	19.0	12.0	16.0	13.0	12.0	8.0	6.0	5.0	6.0	6.0
ENSDARG00000101791	kyat3		3.0	3.0	2.0	0.9	1.0	3.0	4.0	3.0	13.0	9.0	6.0	2.0	6.0	4.0	6.0	14.0	5.0
ENSDARG00000101792	SEC14L1	5.0	8.0	15.0	13.0	7.0	3.0	3.0	4.0	9.0	7.0	10.0	16.0	16.0	12.0	14.0	19.0	20.0	15.0
ENSDARG00000101793	ENSDARG00000101793	8.0	9.0	41.0	42.0	38.0	25.0	17.0	13.0	15.0	11.0	16.0	20.0	22.0	24.0	28.0	35.0	35.0	33.0
ENSDARG00000101794	atp6v0e1	22.0	28.0	47.0	50.0	49.0	47.0	43.0	74.0	70.0	67.0	64.0	86.0	79.0	66.0	69.0	64.0	77.0	50.0
ENSDARG00000101795	CABZ01033394.1									0.1	0.1		0.3	0.2	0.4	0.2	0.1	0.2	0.1
ENSDARG00000101797	ENSDARG00000101797				0.3	9.0	21.0	14.0	10.0	5.0	4.0	3.0	2.0	2.0	0.4	0.8	0.4	0.8	0.5
ENSDARG00000101799	si:ch1073-82l19.1	0.2	0.9	4.0	3.0	4.0	2.0	0.2					0.1	1.0	0.6	1.0	2.0	2.0	1.0
ENSDARG00000101800	ENSDARG00000101800	29.0	19.0	21.0	20.0	35.0	34.0	37.0	37.0	40.0	53.0	46.0	30.0	25.0	31.0	19.0	17.0	15.0	13.0
ENSDARG00000101804	ENSDARG00000101804																		10.0
ENSDARG00000101805	ENSDARG00000101805	0.5	2.0	11.0	10.0	8.0	9.0	9.0	7.0	10.0	10.0	11.0	13.0	11.0	9.0	7.0	10.0	11.0	7.0
ENSDARG00000101807	si:ch211-120c15.3					0.7	1.0	1.0	0.4	0.7	0.3	0.2		0.3	0.8				
ENSDARG00000101808	si:ch211-271b14.1	37.0	77.0	109.0	89.0	92.0	133.0	170.0	171.0	117.0	81.0	82.0	74.0	53.0	51.0	39.0	32.0	28.0	24.0
ENSDARG00000101809	ENSDARG00000101809				1.0					2.0	20.0	67.0	176.0	380.0	475.0	619.0	577.0	426.0	430.0
ENSDARG00000101812	zgc:114120	1.0	1.0	4.0	4.0	1.0	1.0	0.5								0.5	1.0	2.0	1.0
ENSDARG00000101813	nap1l1	448.0	375.0	362.0	366.0	357.0	204.0	160.0	163.0	300.0	434.0	457.0	433.0	376.0	361.0	231.0	188.0	200.0	196.0
ENSDARG00000101814	lpar3			0.3	0.8	13.0	5.0	4.0	2.0	0.5	2.0	3.0	3.0	4.0	3.0	5.0	6.0	9.0	7.0
ENSDARG00000101816	col5a3b	0.8	0.4	0.1	0.1	0.2	0.1			0.6	1.0	8.0	45.0	102.0	114.0	143.0	93.0	71.0	54.0
ENSDARG00000101817	si:dkey-5i16.5					2.0	9.0	7.0	8.0	3.0	2.0	2.0	1.0	2.0	0.7	1.0	0.7	0.6	
ENSDARG00000101818	BX294178.1		0.3	2.0	3.0	2.0	0.3			0.8	0.9	1.0	1.0	1.0	2.0	1.0	0.6	0.3	
ENSDARG00000101819	CU984583.1										3.0		4.0		10.0	7.0	26.0	28.0	36.0
ENSDARG00000101821	ENSDARG00000101821						0.4												
ENSDARG00000101823	si:ch211-243p7.3			0.6	1.0	1.0	4.0	8.0	4.0	2.0	1.0	1.0	1.0	1.0	0.8	0.2	0.2	0.4	0.3
ENSDARG00000101824	ENSDARG00000101824										0.3						0.1		
ENSDARG00000101826	zwi	0.2	0.2							2.0	0.6				0.4	1.0	12.0	17.0	17.0
ENSDARG00000101828	si:dkey-16p6.1					0.1		0.1	0.1				0.1	0.2	0.1	0.1	0.1	0.1	
ENSDARG00000101829	si:dkey-16b10.2					2.0	3.0	3.0	2.0	0.8	0.4	0.5							
ENSDARG00000101831	irx1a	2.0	1.0	2.0	0.8	3.0			6.0	21.0	28.0	34.0	41.0	38.0	56.0	60.0	33.0	27.0	30.0
ENSDARG00000101835	ENSDARG00000101835			1.0				1.0	2.0	4.0	6.0	6.0	3.0	2.0	4.0	2.0	4.0	1.0	1.0
ENSDARG00000101836	ENSDARG00000101836																	3.0	
ENSDARG00000101842	znf1085				0.2	3.0	4.0	5.0	3.0	2.0	2.0	2.0	1.0	0.5	0.3	0.6	0.7		
ENSDARG00000101843	znf1106					4.0	13.0	15.0	11.0	6.0	3.0	4.0	4.0	4.0	2.0	2.0	2.0	0.6	1.0
ENSDARG00000101844	mibp2	5.0	10.0	70.0	104.0	120.0	67.0	42.0	68.0	195.0	259.0	269.0	288.0	300.0	280.0	310.0	324.0	363.0	402.0
ENSDARG00000101845	FP016142.5						1.0		1.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	3.0	4.0	4.0
ENSDARG00000101846	ENSDARG00000101846	15.0	21.0	68.0	71.0	36.0	8.0	7.0	13.0	6.0	7.0	9.0	5.0	5.0	5.0	4.0	4.0	4.0	4.0
ENSDARG00000101847	BX088718.2									2.0	2.0	2.0		2.0					
ENSDARG00000101848	dydc2	14.0	17.0	6.0	9.0	7.0	5.0	1.0		3.0	3.0	5.0	4.0	4.0	2.0	4.0	3.0	1.0	1.0
ENSDARG00000101849	adipor2	46.0	104.0	173.0	161.0	123.0	210.0	175.0	95.0	23.0	25.0	27.0	33.0	37.0	29.0	41.0	95.0	116.0	117.0
ENSDARG00000101851	ENSDARG00000101851			0.3		2.0	4.0	4.0	4.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0	0.9	0.8	0.3
ENSDARG00000101853	ENSDARG00000101853			0.4		0.8	4.0	3.0	3.0	1.0	0.3	0.4	0.8	0.4	0.3	0.3	0.3		
ENSDARG00000101857	ENSDARG00000101857					0.1	0.2	0.5	0.5	0.2					0.1		0.1	0.2	
ENSDARG00000101858	DST	0.2	0.3	0.1	0.1	0.1				3.0	5.0	9.0	14.0	16.0	22.0	21.0	21.0	24.0	25.0
ENSDARG00000101859	mnta	1.0	7.0	16.0	36.0	20.0	11.0	8.0	11.0	14.0	13.0	14.0	14.0	13.0	15.0	14.0	15.0	17.0	16.0
ENSDARG00000101861	cyp2k19						0.3	0.2	0.2								5.0	16.0	16.0
ENSDARG00000101863	CR382337.3	0.2	1.0	3.0	3.0	0.8	0.3							0.3	0.2	0.5	0.7	1.0	1.0
ENSDARG00000101865	pcdh1g30									0.2	0.4	0.8	1.0	2.0	3.0	7.0	11.0	9.0	10.0
ENSDARG00000101866	asic1b	0.2	1.0	4.0	3.0	2.0	0.2			0.1		0.1	0.3	0.9	2.0	2.0	8.0	8.0	8.0
ENSDARG00000101867	si:ch1073-416d2.4	1.0	3.0	7.0	8.0	10.0	5.0	4.0	9.0	12.0	16.0	12.0	11.0	11.0	11.0	10.0	6.0	6.0	7.0
ENSDARG00000101868	dennd1b	5.0	11.0	20.0	18.0	8.0	1.0	0.2		0.5	0.4	0.3	0.4	0.8	0.5	0.7	0.6	1.0	0.9
ENSDARG00000101869	wu:fi36a10	14.0	19.0	63.0	61.0	41.0	19.0	8.0	7.0	10.0	7.0	10.0	12.0	8.0	7.0	10.0	14.0	16.0	14.0
ENSDARG00000101872	BX842701.1														1.0	2.0		3.0	
ENSDARG00000101873	dtwd2	28.0	18.0	12.0	14.0	16.0	23.0	13.0	17.0	21.0	13.0	26.0	14.0	6.0	8.0	7.0	8.0	9.0	7.0
ENSDARG00000101877	rbm34	0.4	2.0	7.0	10.0	8.0	21.0	34.0	41.0	45.0	42.0	38.0	24.0	16.0	17.0	9.0	8.0	8.0	9.0
ENSDARG00000101878	kdf1b	2.0	2.0	5.0	4.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	0.9	0.8	1.0	1.0	3.0	2.0
ENSDARG00000101879	ENSDARG00000101879	0.9	1.0							1.0	2.0	1.0	0.6						0.5
ENSDARG00000101881	ENSDARG00000101881			0.8			0.7	0.7											
ENSDARG00000101883	zgc:172128		0.2	2.0	2.0	1.0	3.0	3.0	5.0	3.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0
ENSDARG00000101885	si:dkey-20i20.11		5.0	8.0	7.0	1.0	2.0	1.0	3.0	2.0	3.0	1.0	3.0	1.0	1.0	4.0	2.0	3.0	3.0
ENSDARG00000101886	pdxdc1	52.0	70.0	130.0	118.0	69.0	38.0	41.0	37.0	27.0	17.0	19.0	21.0	18.0	13.0	12.0	16.0	16.0	14.0
ENSDARG00000101888	OSCP1	1.0	2.0	8.0	7.0	3.0	0.6	0.6	1.0	5.0	4.0	4.0	3.0	2.0	3.0	2.0	5.0	6.0	5.0
ENSDARG00000101889	dre-mir-25						10.0												
ENSDARG00000101890	pigr		0.5	2.0	2.0	1.0	0.5					0.5	0.6	1.0		2.0	5.0	5.0	5.0
ENSDARG00000101891	arid1ab	85.0	94.0	163.0	126.0	78.0	49.0	55.0	72.0	45.0	35.0	43.0	44.0	47.0	46.0	38.0	29.0	30.0	29.0
ENSDARG00000101892	ino80e					0.7	1.0	0.3	1.0	13.0	13.0	20.0	22.0	21.0	13.0	15.0	11.0	12.0	10.0
ENSDARG00000101893	CR388178.1																	2.0	
ENSDARG00000101894	stk10	21.0	27.0	40.0	39.0	25.0	16.0	12.0	9.0	11.0	8.0	8.0	10.0	10.0	7.0	8.0	15.0	15.0	16.0
ENSDARG00000101896	ENSDARG00000101896	71.0	46.0	94.0	111.0	53.0	3.0												
ENSDARG00000101900	xrn2	236.0	325.0	456.0	391.0	331.0	309.0	306.0	164.0	140.0	110.0	116.0	76.0	56.0	64.0	38.0	36.0	35.0	32.0
ENSDARG00000101901	zgc:193711	11.0	21.0	34.0	37.0	23.0	7.0	0.8	0.4	1.0	3.0	2.0	2.0	3.0	2.0	2.0	5.0	5.0	3.0
ENSDARG00000101903	zfyve9a	18.0	18.0	39.0	45.0	37.0	15.0	6.0	4.0	11.0	11.0	12.0	11.0	9.0	10.0	8.0	10.0	10.0	10.0
ENSDARG00000101906	zgc:113442						25.0	37.0	49.0	17.0	9.0	8.0	10.0	8.0	3.0	5.0	5.0	5.0	2.0
ENSDARG00000101908	rab3ip	5.0	3.0	9.0	10.0	17.0	7.0	3.0	0.7	10.0	17.0	23.0	18.0	17.0	25.0	26.0	24.0	19.0	17.0
ENSDARG00000101909	ENSDARG00000101909																		0.4
ENSDARG00000101910	pcdh20					0.3	1.0	2.0	2.0	3.0	4.0	4.0	5.0	5.0	4.0	6.0	10.0	11.0	9.0
ENSDARG00000101911	si:dkeyp-86d6.2	3.0	4.0	4.0	4.0	2.0	1.0	0.6		2.0	0.5	3.0	4.0	3.0	3.0	3.0	5.0	6.0	6.0
ENSDARG00000101913	ENSDARG00000101913	9.0	14.0	75.0	103.0	59.0	19.0	13.0	8.0	8.0	11.0	12.0	13.0	10.0	10.0	12.0	14.0	15.0	14.0
ENSDARG00000101914	metrnla	67.0	144.0	223.0	232.0	251.0	94.0	46.0	25.0	60.0	53.0	44.0	38.0	39.0	54.0	50.0	47.0	40.0	34.0
ENSDARG00000101915	pin1	5.0	6.0	32.0	37.0	58.0	65.0	82.0	123.0	265.0	313.0	287.0	235.0	205.0	209.0	157.0	141.0	111.0	112.0
ENSDARG00000101919	foxj1a					0.7	1.0	2.0	4.0	13.0	13.0	17.0	9.0	7.0	7.0	5.0	3.0	3.0	3.0
ENSDARG00000101924	si:dkey-65b13.13										0.3			0.4			9.0	18.0	24.0
ENSDARG00000101926	zgc:101130		0.9	3.0	5.0	6.0	8.0	10.0	9.0	5.0	7.0	7.0	7.0	8.0	9.0	8.0	7.0	9.0	9.0
ENSDARG00000101927	FQ377605.1																	2.0	
ENSDARG00000101928	gorasp1b	0.8	0.7	5.0	7.0	5.0	1.0	1.0	0.7	1.0	2.0	2.0	1.0	0.7	0.6	1.0			
ENSDARG00000101932	ENSDARG00000101932					0.8													
ENSDARG00000101933	si:dkey-205h23.2		0.5	0.3	1.0	0.4	1.0	0.4	0.4	0.5	1.0	0.5	0.6	0.5	0.7	0.9	2.0	2.0	2.0
ENSDARG00000101934	si:ch73-358j7.2	3.0	1.0	2.0	1.0	0.6	0.5												
ENSDARG00000101935	BX088707.1	8.0	5.0	3.0	5.0	17.0	36.0	39.0	29.0	10.0	7.0	8.0	10.0	7.0	7.0	7.0	4.0	3.0	3.0
ENSDARG00000101936	tmem106ba	8.0	10.0	11.0	21.0	18.0	10.0	5.0	6.0	28.0	31.0	33.0	19.0	16.0	22.0	20.0	39.0	44.0	55.0
ENSDARG00000101942	si:dkey-260j18.2	29.0	38.0	80.0	66.0	62.0	40.0	34.0	35.0	31.0	26.0	29.0	23.0	19.0	24.0	18.0	14.0	14.0	12.0
ENSDARG00000101943	BX511111.2					1.0	2.0	2.0	2.0		2.0								
ENSDARG00000101946	si:dkey-92j16.2					0.7	1.0	0.8	0.7										
ENSDARG00000101947	ptbp2a	29.0	40.0	85.0	81.0	90.0	103.0	112.0	99.0	58.0	43.0	37.0	26.0	24.0	28.0	23.0	17.0	19.0	17.0
ENSDARG00000101949	numbl			0.4			0.3	0.6	2.0	2.0	2.0	3.0	3.0	3.0	5.0	3.0	4.0	5.0	5.0
ENSDARG00000101951	ENSDARG00000101951						0.6	2.0	1.0	5.0	5.0	8.0	8.0	8.0	12.0	18.0	26.0	24.0	24.0
ENSDARG00000101952	pigv	7.0	11.0	9.0	7.0	2.0	1.0	0.9	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	3.0
ENSDARG00000101954	hoxc6b			0.5		1.0			1.0	68.0	54.0	42.0	19.0	15.0	16.0	13.0	8.0	9.0	9.0
ENSDARG00000101955	znf1159		0.6	6.0	6.0	8.0	11.0	12.0	10.0	4.0	5.0	4.0	2.0	3.0	5.0	5.0	4.0	3.0	4.0
ENSDARG00000101957	ENSDARG00000101957	30.0	41.0	19.0	22.0	32.0	27.0	15.0										15.0	
ENSDARG00000101959	etv1									0.4	1.0	2.0	2.0	2.0	3.0	4.0	8.0	7.0	6.0
ENSDARG00000101960	si:dkeyp-44d3.3				1.0	3.0	3.0	2.0	2.0	1.0	0.5		0.6	0.6	0.6		0.6		0.6
