Gene_ID	Gene_Name	zygote	cleavage_2-cell	blastula_128-cell	blastula_1k-cell	blastula_dome	gastrula_50%-epiboly	gastrula_shield	gastrula_75%-epiboly	segmentation_1-4_somites	segmentation_14-19_somites	segmentation_20-25_somites	pharyngula_prim-5	pharyngula_prim-15	pharyngula_prim-25	hatching_long-pec	larval_protruding_mouth	larval_day_4	larval_day_5
ENSDARG00000097536	CR848844.1					3	6	9	4	0.5	2	0.5	1	1	0.5	1	1	0.8	
ENSDARG00000097537	wwp1	0.8	2	16	14	15	10	8	14	30	30	27	20	19	25	15	16	18	21
ENSDARG00000097539	si:ch211-39f2.3									0.2								0.2	0.3
ENSDARG00000097541	CU137680.1	2	4	3	5	1			2	0.9									
ENSDARG00000097543	cbx6b			2	2	2	3	7	10	7	5	5	6	6	12	11	7	5	6
ENSDARG00000097546	si:ch211-40k21.9	2	3	3	4	1	8	7	12	9	6	7	4	5	6	7	4	6	10
ENSDARG00000097547	AL954861.1					7	3	3											
ENSDARG00000097548	ENSDARG00000097548	0.3	0.7	2	1	1	0.2												
ENSDARG00000097549	CR450727.1														1	2	2	2	2
ENSDARG00000097550	CT573103.3									4	4	2							
ENSDARG00000097551	si:dkey-7i4.15			5	4	2	2	2	2	2	1	2	1	0.9	1	0.9	1	1	1
ENSDARG00000097553	BX908750.1					0.4				0.4	0.8	1	0.9	2	2	4	19	23	22
ENSDARG00000097560	BX511311.3															47	51	41	39
ENSDARG00000097561	CR847503.2	2	2																
ENSDARG00000097564	si:ch73-190f9.4					0.6	3	3	3	10	7	4	3	1	2	1	1	0.6	0.6
ENSDARG00000097567	linc.alien									1						1			
ENSDARG00000097571	si:dkey-114l24.2																0.8	2	2
ENSDARG00000097573	si:ch211-107e6.5					14	18	18	17	5	4	5	4	4	2	1	2	1	
ENSDARG00000097574	CR847898.3					1													
ENSDARG00000097575	CU914602.1			1															
ENSDARG00000097576	zgc:92912														3	4	16	16	14
ENSDARG00000097577	BX294100.2		2	4	6	2													
ENSDARG00000097580	BX663519.1	28	41	41	96	32	3	2	0.8										
ENSDARG00000097583	arfgap3	111	88	141	125	158	58	22	16	26	30	23	15	12	14	11	13	14	15
ENSDARG00000097585	CR548634.2									2	3								
ENSDARG00000097589	ENSDARG00000097589	0.5	3	3	7	5	8	9	9	7	6	6	5	4	5	5	4	5	5
ENSDARG00000097591	proser3	460	326	176	128	40	11	9	8	9	6	8	8	6	7	6	4	5	4
ENSDARG00000097592	si:dkey-40c23.1	0.6	0.4	0.4	0.9	0.4	0.8	1										0.4	0.8
ENSDARG00000097593	BX548024.1					4				0.8	2	2	2						
ENSDARG00000097595	BX682556.3					31	52	45	55	70	70	37	31	15	14	8	7	10	6
ENSDARG00000097596	tac3b	2	4	2	4	4	2								1		2	2	2
ENSDARG00000097598	BX088688.3	10	29	25	24	18	10	6	3										
ENSDARG00000097601	CT868708.1		0.3	0.9	0.3	0.8	1	1	0.4		3	0.4	2	1		0.7	1	0.9	0.4
ENSDARG00000097602	BX072559.1						1	2	4	10	11	8	2	4	7	3	3	1	2
ENSDARG00000097604	BX465205.2					29	9	2	4	2	4	2							
ENSDARG00000097605	CU137681.1							0.5	0.6	2	1	1	0.9	0.6	1		0.5	1	0.7
ENSDARG00000097606	tmem82								0.8	2	0.7	2	10	6	2	4	7	13	9
ENSDARG00000097608	CU929312.1						0.4		0.4	1	1	0.9	0.3	0.7	0.5	1	2	2	2
ENSDARG00000097611	CU896691.2					1	1	1	8	2	2	3	1	1	0.7	1	1	1	1
ENSDARG00000097612	si:dkey-24l11.2	3	2	15	10	6	4	2	2	9	9	10	14	11	11	9	11	16	16
ENSDARG00000097613	igfn1.3											0.1	0.3	0.6	0.2	7	87	97	96
ENSDARG00000097615	si:ch211-108d22.2	0.3	1	4	3	3	8	9	15	20	15	21	12	11	10	8	6	7	5
ENSDARG00000097617	si:ch211-178n15.1					0.4	0.6	0.5	0.8	0.9	0.7	2	2	3	3	3	3	4	4
ENSDARG00000097618	FP102073.1	0.3		0.7	0.8	0.4	0.3			0.3	0.3								
ENSDARG00000097620	si:ch211-210b2.1			3	1	4	7	7	10	12	6	8	9	7	5	5	4	5	4
ENSDARG00000097621	BX936342.1	5	2	2	4														
ENSDARG00000097626	CR762400.1	0.7	0.8	2	1														
ENSDARG00000097627	si:dkey-7i4.14		3	3	3	4	3	2	4	3	1	2	2	3	1		1	1	
ENSDARG00000097630	si:ch211-282b22.1	15	19	55	69	54	72	62	83	88	83	71	54	28	23	23	25	26	32
ENSDARG00000097634	CU306817.1																		1
ENSDARG00000097635	wu:fb18f06	11	12	8	7	7	19	17	30	22	17	22	21	15	12	15	17	29	32
ENSDARG00000097636	AL928908.3						0.5	0.6			0.8	0.4							0.6
ENSDARG00000097637	si:ch211-246i5.5	1	2	2	0.9	0.2	1	4	6	6	3	6	7	7	9	10	8	7	6
ENSDARG00000097639	si:ch73-265h17.4						1	1	2	1	2	1	1	1	0.7	2	2	2	1
ENSDARG00000097640	BX120006.3			0.8	0.8														
ENSDARG00000097644	CU571091.1	2	2	2															
ENSDARG00000097645	BX936393.1			0.4															
ENSDARG00000097646	BX511021.2								1	2	3	2	6	5	1	2	3	2	2
ENSDARG00000097648	si:dkey-35i13.1									0.4	0.8	1	2	4	7	17	46	43	38
ENSDARG00000097649	FP243382.1	0.6	2	5	3														
ENSDARG00000097650	atg2b	1	0.4	3	3	1	1	1	0.5	0.6	0.9	0.6	0.6	0.8	0.5	0.6	1	2	2
ENSDARG00000097652	si:dkey-234i14.2		2	3	3	4	9	3	5	2	5	5	2	2	2	6	13	7	6
ENSDARG00000097653	si:dkey-23k10.3									0.3								0.4	
ENSDARG00000097654	CR556709.1							0.4											
ENSDARG00000097657	si:dkey-7i4.16				1			1											
ENSDARG00000097658	BX001030.2		4	11	14	10	6												
ENSDARG00000097660	trappc2	5	6	12	13	13	7	8	14	23	25	27	24	26	28	32	34	31	24
ENSDARG00000097662	tesmin											0.6							
ENSDARG00000097663	BX324206.3				1	128	168	98	72	30	28	22	17	16	17	10	12	9	7
ENSDARG00000097665	si:ch211-235m3.10	2	1	3	4	2	0.9	0.4	0.1	0.8	1	0.8	0.6	0.2	0.3	0.3	0.5	0.6	0.6
ENSDARG00000097666	CU076099.2					3					2	1						1	2
ENSDARG00000097670	BX005048.1											1				0.7	1	1	1
ENSDARG00000097671	CR381579.3						1												
ENSDARG00000097673	FP016235.1								0.6	1	0.3	0.7	0.7	0.5	0.6		0.6	0.5	0.6
ENSDARG00000097674	CU633978.1		1	4	4	3	0.6												
ENSDARG00000097677	CU207301.2		0.4	0.5															
ENSDARG00000097678	CR450824.1		1	2	5		2												
ENSDARG00000097680	si:ch211-241f5.3														0.3	0.2	0.7	1	0.5
ENSDARG00000097683	sptbn5		0.1			0.3	0.3	0.1	0.1	0.1	0.2	0.1	0.4	0.6	0.7	0.4	2	6	4
ENSDARG00000097685	si:ch211-235i11.3	0.2	0.3	5	7	5	15	11	11	7	7	7	6	6	5	4	3	2	3
ENSDARG00000097690	BX629346.2			2										2		2			2
ENSDARG00000097691	pclaf	765	844	399	583	411	565	655	486	267	331	247	263	228	191	101	50	44	31
ENSDARG00000097692	si:ch211-116o3.5	6	33	83	79	30	4	3	4	10	11	11	11	10	11	11	12	12	14
ENSDARG00000097693	si:ch211-248a14.8										0.6	0.7	0.7	0.5	1	2	14	21	14
ENSDARG00000097696	si:ch73-71c20.5	41	42	19	26	14	10	8	13	9	13	14	14	18	17	17	21	18	18
ENSDARG00000097700	si:dkey-23k10.2																		0.2
ENSDARG00000097701	AL954831.1	0.4	1	3	3	2	0.5												
ENSDARG00000097704	ccdc36			0.7															
ENSDARG00000097706	birc6-as2										0.6	2	4	6	9	15	26	19	19
ENSDARG00000097707	BX323807.2	1	2	2	3	2	1												
ENSDARG00000097709	CR786576.1				0.4	0.6													
ENSDARG00000097710	BX957311.1			4															
ENSDARG00000097711	ENSDARG00000097711		1			1		1											
ENSDARG00000097712	CR848667.1	1	1	17	26	14	5	6	9	7	6	6	6	5	3	4	4	7	6
ENSDARG00000097714	FP017215.1			2	1			3	2	3	4	4	4	4	6	2	3	2	2
ENSDARG00000097715	BX571794.2	0.5		1															
ENSDARG00000097718	stard10	3	7	35	36	40	45	27	20	11	6	14	14	11	12	13	22	16	20
ENSDARG00000097719	CU469514.1									0.5		0.5				0.7	1	1	2
ENSDARG00000097721	CU207301.3				0.1	0.6	0.8	1	2	5	3	2	1	2	2	1	2	1	2
ENSDARG00000097724	BX936342.2									1		3	3	2	1	2	1	1	1
ENSDARG00000097725	si:dkey-96g2.1																4	10	4
ENSDARG00000097726	si:ch211-149e23.4										1	5	4	3	0.8			0.2	
ENSDARG00000097728	CR388132.1										2	5	20	22	26	18	18	12	7
ENSDARG00000097731	CR936482.1									1	2	2	0.6	2	1	3	3	3	3
ENSDARG00000097733	CR932000.1	0.4	0.3	0.8	0.5	0.3	0.4	0.3	0.1	0.4	0.2	0.1		0.2					
ENSDARG00000097736	CR628365.1																		1
ENSDARG00000097737	si:dkey-188h10.3					7	11	14	21	23	27	17	18	10	7	7	7	4	4
ENSDARG00000097738	AL929222.2											2	3	6	7	10	14	9	7
ENSDARG00000097740	elob	3	5	9	9	9	6	7	11	12	12	14	9	8	11	7	4	6	6
ENSDARG00000097743	si:dkey-276j7.2					5	3	4	7										
ENSDARG00000097746	si:rp71-77l1.1		1		0.9	2	1	3	3	2	4	8	26	28	11	35	32	37	27
ENSDARG00000097750	CR854827.3						1	3	8	27	40	36	26	20	22	7	7	9	11
ENSDARG00000097752	si:rp71-77l1.2					2				2	1		2				1		
ENSDARG00000097753	slirp	4	5	7	8	7	22	30	45	91	120	99	101	84	104	81	88	67	41
ENSDARG00000097754	CR749763.5			1	1													1	
ENSDARG00000097755	CR626882.3				3														
ENSDARG00000097756	ENSDARG00000097756									2	1	0.6			0.7				
ENSDARG00000097758	CU929206.2							2	2										
ENSDARG00000097759	CR628327.1	2								5									
ENSDARG00000097761	BX005234.1				0.8	1	1	4	3	13	15	12	7	13	11	5	2		
ENSDARG00000097762	CU693494.3									2				1	1	5	4	9	17
ENSDARG00000097764	BX936364.1	1	3	7	6	3													
ENSDARG00000097765	BX537342.1	30	30	16	13	6	4	4	5	7	6	6	3	5	7	3	4	3	2
ENSDARG00000097766	mhc1lia								0.8	2	3	0.8	2	2	0.8	1		0.9	
ENSDARG00000097767	BX000438.1																0.6	1	0.6
ENSDARG00000097768	ENSDARG00000097768											0.4	0.2	0.3	0.4	0.8	2	1	2
ENSDARG00000097770	si:ch211-167j9.4								0.4	0.7		0.7			0.5				
ENSDARG00000097771	BX571786.1						0.9	0.9		0.8									
ENSDARG00000097772	si:ch211-185a18.2	19	23	27	21	19	12	4	1	5	5	5	5	4	5	3	2	2	2
ENSDARG00000097774	CR387996.1						1	2	0.8	1	0.6		0.6				0.7		
ENSDARG00000097776	si:ch1073-80i24.3					302	433	335	93					1		2			
ENSDARG00000097781	CU683879.2						2			2					2	2	2	2	
ENSDARG00000097785	ENSDARG00000097785		2	4	4	11	11	8	9	6	4	2							
ENSDARG00000097789	pon3.2	2	1	3	6	3	0.8	1	1	7	7	12	18	27	24	21	13	10	6
ENSDARG00000097790	si:dkey-234i14.6										0.5	0.5	1	1	2	2	4	5	4
ENSDARG00000097794	CR626944.2		0.3	1	2	1	0.6												
ENSDARG00000097795	zgc:162952					0.1	0.8	1	1	2	2	1	2	1	1	1	2	3	4
ENSDARG00000097797	tomm6	42	47	35	38	39	50	50	83	171	168	139	118	79	88	75	84	59	42
ENSDARG00000097799	zgc:194207	0.9	10	15	24	2	9	9	20	5	4	5	4	4	2	2	5	3	2
ENSDARG00000097800	CR788235.1													1	0.8	1	1		2
ENSDARG00000097803	C5H12orf65	2	4	14	20	5	12	9	12	13	12	11	10	10	18	15	16	14	11
ENSDARG00000097804	lypc	0.4	0.5			0.7	2	0.3	0.6	0.2	0.3	0.3		0.5	0.3	7	22	17	14
ENSDARG00000097806	CR376747.1				2	1	0.7												
ENSDARG00000097807	BX530017.2					0.5	1	2	1	1	1		0.4						
ENSDARG00000097808	si:dkey-77f5.4			3	6	5	7	7	9	8	5	3	4	5	5	6	5	6	5
ENSDARG00000097810	CR925777.1		0.6	2	2	1													
ENSDARG00000097812	si:ch73-144d13.5		0.1	3	3	11	11	10	8	6	7	5	3	3	5	3	3	2	2
ENSDARG00000097813	BX927323.1	1	1																
ENSDARG00000097815	CU928129.2					17	32	27	41	67	63	39	24	10	12	6	8	5	6
ENSDARG00000097816	si:dkey-117a8.1									1	1	1	1	2	0.7	3	2	2	1
ENSDARG00000097817	CT027582.2	6	3	2	1														
ENSDARG00000097819	znf576.1	30	23	16	20	10	12	17	24	17	13	14	14	14	18	16	11	9	9
ENSDARG00000097820	BX005129.4										0.7							0.9	
ENSDARG00000097824	smco4		5	0.9	3	1	2	6	23	26	35	40	34	42	38	36	27	24	22
ENSDARG00000097825	BX465227.1		1	3	5	28	62	76	70	35	25	22	12	11	13	9	7	8	8
ENSDARG00000097826	si:dkey-239b22.2										0.3	1	3	5	4	11	18	15	11
ENSDARG00000097827	lrp1aa			0.1	0.2	0.2	0.1			0.2	0.5	0.6	2	4	6	8	16	19	20
ENSDARG00000097832	CR382327.3									1	5	6	3	3	4	3	3	3	5
ENSDARG00000097833	BX571712.1					3		2											
ENSDARG00000097834	ENSDARG00000097834											1	0.8	1	0.9	1	2	2	0.9
ENSDARG00000097835	CR388050.2	3	3	2	7	3	1												
ENSDARG00000097836	ENSDARG00000097836			4	2	24	26	17	10	7	4	3	3	3					
ENSDARG00000097839	si:ch211-235i11.6		0.5	8	11	4	8	8	7	3	3	2	3	3	3	2	3	4	5
ENSDARG00000097841	CR933730.1		1	0.7	1									0.6					
ENSDARG00000097842	znf1134		0.3	4	6	3	1	2	3	3	2	1	2	2	2	3	4	5	6
ENSDARG00000097844	ENSDARG00000097844			0.2	0.1	0.7	0.7	0.7	0.8	1	1	1	0.6	0.9	0.9	1	0.9	1	1
ENSDARG00000097845	si:ch211-105j21.9							0.9	5	12	8	13	16	20	13	16	20	23	34
ENSDARG00000097847	si:ch211-269k10.4																	2	2
ENSDARG00000097848	ENSDARG00000097848	52	68	57	35	33	18	17	17	15	19	12	10	8	9	5	3	4	3
ENSDARG00000097849	BX927395.1								5	26	16	7	2						
ENSDARG00000097852	ENSDARG00000097852						2	1											
ENSDARG00000097853	CR792439.1					3	4	0.4	0.9	0.4	0.4							0.4	
ENSDARG00000097855	BX323586.3			0.4	0.6	0.2				0.4	0.2	0.2		0.5	0.6	2	4	6	6
ENSDARG00000097856	CR377210.1									0.6	1								
ENSDARG00000097858	CT025854.1			0.9		0.8													
ENSDARG00000097860	CR376776.1		0.8		0.9														
ENSDARG00000097863	si:dkeyp-84f3.9	6	14	18	16	11	12	15	28	30	22	22	14	14	19	16	10	10	9
ENSDARG00000097865	ENSDARG00000097865										1	3	3	6	15	21	22	23	39
ENSDARG00000097868	BX294160.1					1	2	1	1	1					0.7				
ENSDARG00000097869	si:dkey-1m11.6		0.2	0.3	0.7	0.3									0.1		0.5	0.6	0.7
ENSDARG00000097871	si:ch1073-145m9.1									1	0.5	1		0.7	0.7	2	2	3	3
ENSDARG00000097873	BX530721.1					29	7	8	3										
ENSDARG00000097875	CR786577.1														0.7	1	5	6	4
ENSDARG00000097876	si:dkey-40g16.5																1	1	
ENSDARG00000097877	si:ch211-167b20.8	12	13	102	98	46	21	11	4	6	3	4	8	8	8	10	19	17	13
ENSDARG00000097878	CU694532.1	2	1	0.8	2					0.8	0.9	0.9							
ENSDARG00000097879	BX323824.1					4	0.7		0.7	0.6	1	0.7	0.5	1	2	2	2	4	3
ENSDARG00000097882	CR936518.2	1	3	2	4	0.9													
ENSDARG00000097883	CR759927.2					0.3	0.3		0.5	0.5		0.9	0.2	0.4	2	0.7			0.2
ENSDARG00000097884	CU928013.1	21	16	30	25	17	19	18	22	13	8	9	9	8	9	9	5	7	7
ENSDARG00000097886	CU104777.1				0.5	1	1	2	3	6	4	4	4	4	3	4	3	3	4
ENSDARG00000097889	si:ch73-265h17.2						0.9	0.4	0.5		0.4					0.5	0.4	0.5	0.5
ENSDARG00000097890	si:ch1073-100f3.2											1	5	10	11	5	1	1	
ENSDARG00000097891	CR751227.2	9	6	3	3	3	1			4	2	1	1	1	1	0.7	1		
ENSDARG00000097892	BX470264.1						16	26	24	16	19	21	13	16	27	36	30	25	28
ENSDARG00000097893	ENSDARG00000097893					4	22	9	16	19	16	8	7	5	10	2		2	
ENSDARG00000097895	CR352228.1				4														
ENSDARG00000097896	BX000451.2								0.9	0.8	0.4		0.7	1	2	1	0.9	1	1
ENSDARG00000097897	sgip1a	2	2	6	4	4	0.8	0.2	0.1	0.5	0.8	2	2	3	5	9	18	19	22
ENSDARG00000097902	si:ch73-204p21.2	33	51	108	104	81	18	9	23	34	27	23	18	16	12	9	18	21	16
ENSDARG00000097903	ENSDARG00000097903		2																
ENSDARG00000097904	BX927184.1					0.4	0.4	2	2	5	6	4	4	3	6	10	9	8	6
ENSDARG00000097907	CU928083.1																	1	
ENSDARG00000097908	BX322555.4	0.6	0.2	0.7	0.7	0.7													
ENSDARG00000097909	si:dkey-195m11.11																	1	0.5
ENSDARG00000097912	ENSDARG00000097912							2	5	2	2	1		1	2	1	2	2	3
ENSDARG00000097918	AL954666.1																2	5	6
ENSDARG00000097920	tex36					0.9	4	8	7	2	2	3	2	2	0.9				
ENSDARG00000097921	BX465857.1			2	2	2													
ENSDARG00000097924	CU464134.1	1																0.9	3
ENSDARG00000097928	si:ch73-40a17.4			0.6	2	1	0.4										0.6	1	0.7
ENSDARG00000097929	BX005392.3					0.7	1			2	0.5	1	0.4						
ENSDARG00000097931	BX323557.1	1	1			3	5	6	2	1	6	2	1	2	3		1	2	
ENSDARG00000097932	BX510649.1												0.7	0.9	0.5	0.4			
ENSDARG00000097934	si:dkey-221l4.10					0.5	13	13	19	3	3	2	3	3	2	3	5	7	7
ENSDARG00000097935	FP102895.2		1	3	3	2													
ENSDARG00000097936	CT955996.1			3	3	1													
ENSDARG00000097937	ENSDARG00000097937	0.5	2	6	7	7	11	12	15	12	13	14	7	8	9	8	6	8	10
ENSDARG00000097938	asb5a	11	6	2	7	4	1	1			0.4		0.6	0.5	3	4	4	6	10
ENSDARG00000097941	si:ch211-207d10.2	1	1	2	3	1													
ENSDARG00000097944	BX664614.1					1	1	1	0.8	0.8	0.7	1	0.5	0.4	0.9	0.7	0.6	1	1
ENSDARG00000097947	mespbb						1		3	12	9	5	1						
ENSDARG00000097948	BX901883.5	10	14	7	7	9	11	4	2										
ENSDARG00000097950	BX663520.2	1	1	2															
ENSDARG00000097952	si:ch211-284e13.14													0.7				0.7	
ENSDARG00000097953	BX469902.2								0.3	0.9	0.7	1	0.5	0.6	0.5	2	3	3	3
ENSDARG00000097956	CR391915.1					1		1	1										
ENSDARG00000097957	CU137680.2						2	3	3	5									
ENSDARG00000097959	si:dkey-248g15.3								2	2	19	52	108	205	173	449	283	212	158
ENSDARG00000097962	BX571762.2											2	5	4	4	3	11	13	24
ENSDARG00000097963	CR589875.2								0.8	2	2	1	0.9	0.9	0.4				
ENSDARG00000097964	arhgef33						0.4		0.6	0.5	0.7	0.8	1	2	4	4	3	3	3
ENSDARG00000097966	BX936420.1					0.5	1	1	2	2	1	2	1	1	2	1	2	2	2
ENSDARG00000097968	BX942813.1											0.9	0.7	1		0.6		0.4	0.5
ENSDARG00000097971	BX957251.1					2	3	3	2										
ENSDARG00000097972	CT033842.1					0.9													
ENSDARG00000097973	si:ch1073-190k2.1	1313	914	345	368	442	410	181	151	63	39	57	55	37	36	43	48	52	38
ENSDARG00000097974	CU855685.1		0.6		1			0.5										0.7	2
ENSDARG00000097976	CR812464.1														1			1	1
ENSDARG00000097978	CR387984.1			2															
ENSDARG00000097979	ugt1b3						1	0.5	0.6										
ENSDARG00000097984	BX323067.1									2	2	2	2	3	4	2			
ENSDARG00000097985	BX571712.2															0.7	1	0.8	0.7
ENSDARG00000097992	BX005450.1					0.4	0.8	0.5	0.9	1	1	2	1	2	1	1	0.7	0.6	1
ENSDARG00000097995	BX571774.1					0.6													
ENSDARG00000097996	CR848784.1			1	5														
ENSDARG00000097999	CR376785.1									2									
ENSDARG00000098000	BX640549.1	0.6	1	1	2	2	0.7			1		0.5	1						
ENSDARG00000098004	ftr91						1	1	0.6	0.4	0.4								
ENSDARG00000098011	BX000438.2												9	33	21	68	31	38	43
ENSDARG00000098012	itgae.1													0.5	0.7	1	1	2	3
ENSDARG00000098013	si:ch211-130m23.5			1	1	0.8	1	3	6	10	9	10	11	10	12	16	11	10	8
ENSDARG00000098015	CT573139.2			0.7	0.8	0.7									0.5			0.6	
ENSDARG00000098016	BX539313.3						0.9	0.9		0.6	1								
ENSDARG00000098017	pet100	7	14	13	21	6	6	6	9	15	19	16	17	16	20	20	36	26	26
ENSDARG00000098021	si:dkey-111k8.2	2	8	38	40	15	8	4	7	6	5	5	4	3	3	3	1	2	2
ENSDARG00000098022	CR936378.1	0.5	0.4	2	2	0.6					0.4	0.4					0.5	1	0.7
ENSDARG00000098024	si:dkey-262k9.2								0.1	0.9	1	2	4	6	4	9	21	24	20
ENSDARG00000098025	CR548622.2					2	2												
ENSDARG00000098027	si:dkey-77f5.14	0.4	0.9	6	8	6	3	3	2	2	4	3	3	2	2	2	3	2	2
ENSDARG00000098029	si:ch211-129o18.4	7	6	5	7	5	4	3	4	6	6	2	0.6	0.4	0.3				
ENSDARG00000098030	BX571794.3							0.3											
ENSDARG00000098031	si:ch73-144d13.8				0.2	3	4	5	7	8	6	5	4	3	4	4	4	3	3
ENSDARG00000098032	si:dkey-7i4.8		3	4	8	17	26	23	20	14	10	9	8	7	7	6	5	5	4
ENSDARG00000098036	si:ch211-69l10.4			2	1	6	8	13	12	7	8	5	3	2	4	3	2	3	2
ENSDARG00000098037	CU927934.3					3	8	4	3	0.6	3		3	2	7	1	0.6	1	0.7
ENSDARG00000098039	AL928707.2				1														
ENSDARG00000098041	CR391995.1	1	4	0.7	0.6														
ENSDARG00000098044	BX663503.2													0.2	0.2	0.1	2	3	4
ENSDARG00000098045	CR751602.2										2	12	12	16	15	7	3	4	5
ENSDARG00000098046	FP017161.1								0.4	1	0.3	0.8	0.3	0.4	0.9	0.8	2	2	2
ENSDARG00000098048	CT025912.2									3									
ENSDARG00000098049	BX248121.1	0.3				0.4	0.8	0.3											
ENSDARG00000098050	BX571712.3							1		0.8		0.8							
ENSDARG00000098051	opn6b						0.4	0.3	0.4	0.7	0.3	0.6					7	17	20
ENSDARG00000098052	BX548024.2													0.7					
ENSDARG00000098057	dscaml1											0.2	0.7	0.6	1	4	9	9	10
ENSDARG00000098058	ENSDARG00000098058			1		5	199	223	241	67	80	146	260	331	147	226	100	52	56
ENSDARG00000098059	fkbp3	20	39	28	31	23	26	21	33	108	147	149	152	148	174	99	81	74	62
ENSDARG00000098062	ENSDARG00000098062				15	214	20	3	0.6										
ENSDARG00000098063	alp3					0.2	0.5	0.4	0.7	2	0.8	0.7	0.9	0.5	0.6	0.4	0.3	4	20
ENSDARG00000098064	si:ch1073-205c8.5	13	12	24	15	18	13	17	19	17	13	11	11	7	12	9	5	6	3
ENSDARG00000098066	CU302323.1							0.4								0.4	0.4	0.5	1
ENSDARG00000098068	CU207354.2										2	3	2		3		3	2	
ENSDARG00000098070	CABZ01085140.1		0.2	0.4	0.5	0.4				0.2		0.2	0.4	0.9	1	2	2	2	2
ENSDARG00000098071	znf1049				0.3	15	25	20	15	8	4	5	3	2	1	1	0.4	0.6	0.5
ENSDARG00000098074	trip4	83	56	68	71	60	33	22	4	9	7	10	10	7	6	6	8	8	4
ENSDARG00000098075	sh3bgrl3	32	50	91	118	117	91	45	19	49	47	59	57	67	69	81	92	95	77
ENSDARG00000098076	kcnq1.2			5	2													1	
ENSDARG00000098079	rab3gap1	0.3	1	8	8	10	6	5	7	13	13	17	19	18	19	16	20	23	25
ENSDARG00000098080	gnl2	15	26	81	68	66	88	110	103	123	110	110	83	55	53	30	34	37	51
ENSDARG00000098081	GABRR1		0.4	2	2	2	1	0.8	1	7	7	6	3	3	2	2	8	11	13
ENSDARG00000098082	CU459093.1					2	5	7	9	10	9	9	16	10	8	9	17	27	32
ENSDARG00000098083	ENSDARG00000098083				0.4	14	10	5	5	3	2	2	2	0.8	0.9	0.7	0.8	0.5	0.6
ENSDARG00000098085	ENSDARG00000098085							3											
ENSDARG00000098087	si:dkey-30f3.2					10	19	17	11	5	4	3	2	1	0.7	0.3			0.3
ENSDARG00000098090	ENSDARG00000098090	0.6	0.6	1	3	1	2	2	0.6				0.6	2	3	3	8	11	13
ENSDARG00000098091	BX000463.1				2														
ENSDARG00000098094	si:dkey-146c18.5			0.2	5	60	11	5	3	2	1	0.9	1	0.8	1	0.6	0.6	0.7	0.6
ENSDARG00000098095	CT027696.1											0.3							
ENSDARG00000098096	slc12a1				0.2	0.2	2	4	9	4	1	3	7	3	0.7	1	2	3	4
ENSDARG00000098099	zgc:64065							0.4			0.3	0.4	0.1	0.2	0.2	1	1	2	1
ENSDARG00000098101	ENSDARG00000098101				0.3	0.6	0.5	1	0.7	0.5	0.7	0.6	0.2	0.2	0.7		0.3		
ENSDARG00000098102	ENSDARG00000098102						3												
ENSDARG00000098103	tefb	68	68	59	38	33	9	7	3	9	5	7	9	7	11	12	47	57	63
ENSDARG00000098104	ENSDARG00000098104					8	5	4	1	2	1		1	1	1		1	2	
ENSDARG00000098105	tmem106c	52	38	35	26	12	5	3	9	15	12	17	15	12	8	8	9	8	7
ENSDARG00000098107	ENSDARG00000098107	2	8	19	21	13	5	1		0.8					0.8	2	7	8	8
ENSDARG00000098108	dusp2						0.7	0.3	0.4	9	0.9	0.4	0.5	3	1	3	20	22	29
ENSDARG00000098111	ENSDARG00000098111			0.5	2	26	35	37	32	13	9	8	7	5	4	4	2	2	1
ENSDARG00000098112	btc	17	22	17	22	5	1	0.5		6	5	5	3	4	5	6	5	7	6
ENSDARG00000098113	WSCD1	0.6	0.6	1	0.4	0.3		0.2	0.3	1	0.8	0.6	0.8	0.4	2	3	5	5	5
ENSDARG00000098114	ctsa	446	314	301	244	266	332	332	199	105	74	83	81	52	40	33	25	25	24
ENSDARG00000098115	si:dkey-178j11.5																	0.5	0.6
ENSDARG00000098116	ENSDARG00000098116	4	7	36	41	64	46	33	30	25	13	20	15	12	15	23	27	29	28
ENSDARG00000098118	trappc10	20	17	30	26	24	12	9	9	10	10	11	13	11	14	13	14	12	13
ENSDARG00000098121	FP101882.1	2	2	3	5	0.5					0.4		0.5	2	1	3	12	17	19
ENSDARG00000098122	BX005085.2	2	8	28	29	9	11	10	10	7	5	5	6	6	6	3	4	5	3
ENSDARG00000098123	si:dkey-44g17.6	11	9	16	17	7	5									0.9	0.9	3	3
ENSDARG00000098124	ENSDARG00000098124									13	24	26	46	57	49	40	31	29	20
ENSDARG00000098126	ENSDARG00000098126					2	4	3	3	2	2	2	1	0.6	0.3	0.5	0.3	0.3	
ENSDARG00000098129	si:dkeyp-97a10.2									1	2	1	2	3	3	3	3	3	3
ENSDARG00000098130	bola3	1	3	33	38	20	14	12	13	20	20	20	19	18	19	12	15	16	8
ENSDARG00000098131	BX511136.1						3	3	5	9	7	8	3	3	2	3	3	3	1
ENSDARG00000098135	stk40	7	9	73	105	91	90	88	104	77	18	25	29	24	22	18	29	25	23
ENSDARG00000098138	ENSDARG00000098138								0.9										
ENSDARG00000098139	ENSDARG00000098139			0.7	3	5	3	7	4	2	2	0.6	2	0.7	0.8				
ENSDARG00000098140	ankrd13d	6	6	11	8	4	1			0.7	0.9	1	1	4	5	7	12	12	12
